459147266641899520	NEU
459692878475038720	NEG
459720034948874240	NEG
459896313707241472	POS
460157684793483264	NEG
460344309762777088	NEU
460390020906754048	NEG
460454790896828418	POS
460787967410585600	NEG
460975220703371264	NEU
461126790262845440	NEU
461300734987083777	NEG
461562861790441472	NEG
461656023674003456	NEG
461698846658416641	NEG
461891170852167680	NEG
461942311220285440	POS
462223765884387328	NEU
463273120866910208	NEG
463380002554515456	POS
463393423769493505	NEG
463458339876134913	NEU
463477814004842497	NEU
463479167678705664	NEU
463715311926403074	NEG
463773145628160000	NEU
463805931822669824	POS
464024475944910848	NEU
464214374350323712	NEG
464255773883654144	POS
464273665396584448	NEG
464415259298922496	NEG
464809885503590400	POS
464822802387075072	POS
464862791765987328	NEU
464925521982529536	NEG
465571927638044672	NEU
465582737479700480	NEU
466231936701460480	NEG
466262265369726976	NEG
466288029276323841	NEG
466303268033814529	NEG
466411770786365442	NEG
466561226529456128	NEG
466564056351277056	NEG
466794244548853760	NEG
466942004434583552	NEU
466948622622670848	NEG
467085900938493952	NEG
467119769255428096	NEG
467268876439654401	NEU
467282668066181120	NEG
467344975630729217	NEG
467359630499532800	NEG
467449974666854400	NEU
467450628256837633	NEU
467509471250776064	NEG
467855100116213760	POS
467855323857174528	NEG
468009453229723648	NEU
468058433632366592	NEG
468064829526118402	NEG
468073167957663744	NEG
468100763089383426	NEG
468124437104300032	NEG
468158677426642945	NEU
468183262066921472	NEG
468187023250296833	POS
468352236025053184	NEU
468354782613483520	NEU
468369825312821248	NEG
468372655054548993	NEG
468392481181429760	NEG
468399966344708096	NEG
468458272278999040	NEU
468536871333924865	NEU
468567587342016512	NEU
468582260640579585	NEU
468659539542568960	NEG
468741473102741504	NEG
468772909360893952	NEG
468794639823437824	NEG
468838656006815744	NEG
468853332174725120	NEG
468874018712715264	NEU
468887152630460419	NEU
468895091352809472	NEU
468934278064402432	NEU
468937249112207362	NEU
468946004474347520	POS
469060381533827072	NEU
469100421756514307	NEG
469119424247894016	NEG
469141482411397120	POS
469143346662088704	NEG
469149173275979778	NEU
469154242956394497	NEU
469154567662608385	NEG
469212444716331008	POS
469218144935227392	NEG
469307786921541632	NEG
469461266025955328	NEG
469471813907808256	NEG
469485504032145408	POS
469526347782447104	NEU
469547241104228352	NEG
469630419936497665	NEG
469644520968445952	POS
469658508494143488	NEU
469709347774529536	NEG
469714354544578560	NEU
469728238089306112	NEG
469737052389801984	POS
469738296348643328	NEU
469742060699156480	POS
469752135035682816	POS
469754623017123840	POS
469760978595614720	NEU
469763438496202752	NEU
469765952209694720	POS
469768541252911104	POS
469776048591495168	NEG
469776084876419072	POS
469778571784114176	POS
469793685736284160	POS
469797424861822978	POS
469810165320257536	NEU
469811274403287040	POS
469815026564743168	NEG
469821422979022848	POS
469833931832172544	POS
469840531741491200	NEG
469886927496552448	NEU
469894376530145280	NEU
469901404526878720	NEU
469908497027842049	POS
469916997846061057	POS
469923264723038208	NEU
469962306139721728	NEU
469963523007971328	NEG
469976404650901504	POS
469981170474950656	POS
469987431299973121	NEU
469989928655675392	POS
469992497385836544	POS
470022647267721216	NEU
470031483420557312	NEU
470033988565086208	POS
470037761177968641	POS
470039076385857536	NEG
470044071437033472	NEU
470044086012243968	NEU
470051643145605120	NEU
470060415188492289	NEG
470068503601766401	NEG
470074283272982529	POS
470081859347820544	POS
470084309101993985	NEU
470086812531445760	NEG
470091864209911808	NEU
470112250783887360	NEU
470150064220803072	NEU
470230978309668864	NEG
470240866997522433	POS
470562982247006208	POS
470572974853341184	POS
470580845552476160	NEU
470581595184070657	NEU
470604230525337600	POS
470683649927827457	POS
470685858237263872	NEU
470686339739189249	POS
470687414055235585	NEU
470701057689927680	NEU
470702629065334785	NEG
470750560418037760	POS
470900965189885952	POS
470906419177615360	NEG
470917393263640576	NEG
470922123985571841	NEG
470945581746388993	NEU
470950460602728448	NEU
470951427268149248	NEG
470957953210941440	NEG
470997670400491520	NEU
471016022519324672	NEG
471034137219178496	NEU
471061726159323136	NEU
471071894041812995	POS
471079928679890944	NEG
471276216876806144	NEG
471408775581421568	POS
471422466632331264	NEU
471438068772507649	NEG
471480016002224130	NEU
471760345464590336	NEU
471819728873603072	NEG
472099288508399616	POS
472120373652488192	NEU
472147998756339712	NEU
472150483818135552	NEG
472165036014567424	POS
472167793085784064	POS
472170791996760064	NEG
472171815943405569	NEU
472173861744939008	NEG
472177392904331264	NEG
472179728196333568	NEG
472204757524688896	NEG
472211174113947648	NEG
472221456437612545	POS
472226922332946434	POS
472228451815276544	NEG
472252345137786881	NEU
472359588785045505	NEG
472374143740952577	NEU
472439132078489600	NEU
472439696661180416	NEG
472450258526404608	POS
472455899542732800	NEG
472521066515279872	NEG
472524326118256640	NEG
472539668463226880	POS
472566112270700544	NEU
472584415952916480	NEG
472597479872290817	NEG
472702585733136385	POS
472734187842068480	NEU
472767805268721666	NEG
472776619061673984	POS
472783331826728960	NEG
472820237881335809	NEU
472834759543238656	NEG
472846480504782848	NEG
472847253883715584	NEU
472850837132562432	NEU
472870298296274945	NEG
472878598022791168	NEG
472895951011467265	NEU
472898048264536064	NEG
472903696104570880	NEU
472913955850321920	NEG
472936540117929984	NEU
472943554869088256	NEU
473071802239836162	NEG
473098220520734720	NEG
473101777777483777	NEU
473130304421756928	POS
473148357721219072	NEG
473160392974536704	NEU
473169174806929409	NEU
473177829853896704	NEG
473185039577268224	NEG
473193049078919169	POS
473258349841371137	NEU
473261201896775680	NEG
473271253227552770	NEG
473283982533345280	NEG
473284440933019649	NEU
473463688578748417	NEG
473483904033099776	NEU
473490707949576192	NEU
473522410390839296	POS
473529861215383552	NEG
473532054089773056	POS
473554184361758720	NEU
473570664906252288	NEG
473571011120865280	NEG
473589683541512192	NEG
473600946682228736	POS
473611829063610368	POS
473612023360921600	NEG
473624334666199040	POS
473633636764221440	POS
473634677237227520	NEU
473635881559924736	POS
473667250562428930	POS
473680550314913792	POS
473789253730992128	NEG
473797039378026496	POS
473819816730820608	NEG
473854333776576512	NEU
473924912747655169	NEG
473929479552008192	NEG
473945347576709121	NEG
473961277207744513	NEG
473966261362126848	POS
473995345924349953	NEU
